title,month(cin),day(cin),hour(cin),minute(cin),deweyClass,"TIMESTAMPDIFF(DAY,cout,cin)"
Bloodsuckers,8,28,11,24,591.53,10
"Zoboomafoo Wild creatures furry fashion",8,28,11,26,590,26
"magic school bus Super sports fun",8,28,11,49,530,15
"Sing yourself silly",8,28,11,58,782.42083,11
"Lets dance and tumble",8,28,11,58,791.64,11
"Land sea air adventures",8,28,12,14,623.8245,12
"Rock n learn Alphabet",8,28,12,23,372.41,22
"Rock n learn Alphabet circus",8,28,12,23,372.465,22
"Im a potty princess potty training for girls",8,28,12,34,649.62,13
"Pizza party Yoga class for kids",8,28,12,40,613.7046,13
"Signing time Series 2 volume 7 My favorite sport",8,28,12,41,419.7,20
"Signing time Series 2 volume 2 Happy birthday to you",8,28,12,41,419.7,20
"Farmyard friends",8,28,12,41,590,9
"Teaching signs for baby minds 3 Dictionary alphabet",8,28,12,41,419.7,20
"Signing time Series 2 volume 10 Helping out around the house",8,28,12,58,419.7,26
"Signing time Volume 9 The zoo train",8,28,12,58,419.7,26
"Signing time Volume 7 Leahs farm",8,28,12,58,419.7,13
"Signing time Series 2 volume 13 Who has the frog",8,28,12,58,419.7,26
"John Deere action 3",8,28,13,15,629.2252,15
"Kids love Spanish Volume 6 Animals",8,28,13,15,468.3421,15
"Wiggles Getting strong",8,28,13,22,782.42083,14
"Ecosystems and biomes",8,28,13,31,577.82,8
"Animal atlas Fun on the farm",8,28,13,34,630.68,11
"Wild about safety Safety smart goes green",8,28,14,39,363.7,13
Matter,8,28,14,45,530,9
"Sid the science kid Sids backyard campout",8,28,14,45,796.54,14
"Pizza party Yoga class for kids",8,28,14,58,613.7046,9
"I love toy trains Parts 7 8 9",8,28,15,3,625.19,6
"I love toy trains The final show",8,28,15,3,625.19,12
Weather,8,28,15,4,551.5,22
"Activity TV Halloween Vol 3",8,28,15,4,745.59416,22
"Free to be you and me",8,28,15,4,810.8,22
"Hip hop for kids Pop Lock and Break",8,28,15,5,782.42164,22
"Rock n learn Telling time",8,28,15,5,681.113,22
"Writing strategies",8,28,15,7,372.623,14
"Schoolhouse rock Multiplication rock",8,28,15,7,513.213,14
"Rock n learn Getting ready for kindergarten",8,28,15,7,372.218,14
"More families of Mexico",8,28,15,26,972.0836,14
"Japanese Disc 1 Eating and drinking",8,28,15,35,495.68342,2
"best of The Electric Company Vol 2",8,28,16,9,372.414,7
"magic school bus catches a wave",8,28,16,34,553.7,12
Horse,8,28,16,36,636.1,12
"Predator and prey",8,28,16,36,591.53,12
"Loose at the zoo",8,28,16,36,590.73,12
"Human machine",8,28,16,36,612,12
"Popular mechanics for kids Lightning and other forces of nature",8,28,16,36,551.5632,12
"Baby boost Nursery rhymes",8,28,16,49,782.42083,3
"Baby boost Sing a long",8,28,16,49,782.42083,3
"Wild about safety Safety smart at home",8,28,16,53,363.13,9
"Schoolhouse rock",8,28,17,23,372,10
"potty movie for girls starring Hannah",8,28,17,24,649.62,10
"Whats the name of that song",8,28,17,24,782.42083,10
"Signing time Volume 4 Family feelings and fun",8,28,17,27,419.7,14
"Wiggles Celebration",8,28,17,27,782.42083,14
"Signing time Series 2 volume 13 Who has the frog",8,28,17,27,419.7,14
"Natural disasters",8,28,17,57,363.34,5
"Letters and words",8,28,18,17,372.465,7
"Funtastic animals dance laugh learn about farm animals wild animals and pets",8,28,18,17,590,7
Reptile,8,28,18,17,597.957,7
"iKnow animals letters sounds Vol 2",8,28,18,18,372.465,7
"Soundable words Long and short vowels",8,28,18,18,372.465,7
"Alphabet phonics fun",8,28,18,18,411,7
"Reading for children Identifying words",8,28,18,18,372.46,7
Monster,8,28,18,19,591.65,7
"Meet the letters",8,28,18,41,428.13,21
"Rock n learn Letter sounds",8,28,18,43,372.465,21
"magic school bus Creepy crawly fun",8,28,19,1,534,25
"magic school bus Super sports fun",8,28,19,1,530,25
"Activity TV Paper airplanes",8,28,19,19,745.592,3
Germany,8,28,19,20,914.304,3
"Living room magic Volume 2",8,28,19,20,793.8,3
"Activity TV Cooking snacks",8,28,19,21,641.5123,1
"Arctic tale",8,28,19,22,599.786,3
"American Sign Language for kids Beginner level 1 volume 1",8,28,19,40,419.7,6
"Rock n learn Phonics easy readers on DVD",8,28,19,42,372.465,6
"Rock n learn Letter sounds",8,28,19,51,372.465,6
"Meet the sight words 3",8,28,19,52,372.462,6
"Mighty machines Machines on the job",8,29,9,37,621.8,12
"Lets talk geography maps and globes",8,29,10,24,912,4
"This fragile planet preserving nature and balancing the environment",8,29,10,24,304.2083,4
"Popular mechanics for kids Gators dragons and other wild beasts",8,29,10,49,333.954,22
"Sid the science kid Rock and roll Easter",8,29,11,8,552,0
Dog,8,29,11,19,599.77,2
"Spanish 1 Eating and drinking",8,29,11,52,468.3421,3
Habitats,8,29,11,58,577,13
"Dancing for kids",8,29,12,11,792.80833,4
"Rock n learn Alphabet",8,29,12,11,372.41,4
"Preschool fun Letters numbers",8,29,12,20,201,4
"Mighty machines Big wheels rollin",8,29,13,1,629.225,15
"YogaKids 2 more poses more fun",8,29,13,24,613.7046,9
"magic school bus Creepy crawly fun",8,29,13,24,534,9
"Wiggles Celebration",8,29,14,3,782.42083,21
"world of learning Volume 2",8,29,14,10,629.13334,8
"Teletubbies Go exercise with the Teletubbies",8,29,14,10,613.7042,8
"world of learning Volume 1",8,29,14,27,629.2222,3
"Jim Hensons the storyteller Greek myths",8,29,14,45,398.2,28
"Between the lions More animal stories 8 stories fun activities",8,29,14,45,372.465,28
"Families of Kenya",8,29,14,53,967.62,14
"Im a potty pirate potty training for boys",8,29,15,1,649.62,8
"Elmos potty time",8,29,15,9,649.62083,16
"Once upon a potty for her",8,29,15,12,649.62,16
"Sleeping beauty",8,29,15,21,792.842,14
Horse,8,29,15,21,636.1,14
"Potty power",8,29,15,24,649.62,13
"Butterfly moth",8,29,15,33,595.78,12
"Hip hop for kids School house hop",8,29,15,39,793.3,12
"African American",8,29,15,39,305.89607,12
Bird,8,29,16,13,598,7
"Lots lots of big trains Vol 1 Giant railroad action",8,29,16,18,625.2,13
"Lots lots of trains Vol 1 Smokin steam diesel",8,29,16,44,625.2,12
"magic school bus Space adventures",8,29,17,18,523,13
"Pizza party Yoga class for kids",8,29,17,28,613.7046,8
"YogaFit kids a YogaFit workout",8,29,17,32,613.7046,8
"magic school bus catches a wave",8,29,17,45,553.7,3
"Activity TV Cooking snacks",8,29,17,57,641.5123,0
"Hot potatoes the best of the Wiggles",8,29,18,0,782.42083,1
"Families of Korea",8,29,18,14,951.9043,2
"Get fit kids vol 1 Hustle bustle move your muscles",8,29,18,28,613.7042,27
"art of crochet 4 kids",8,29,18,49,746.434,1
Horse,8,29,19,9,636.1,11
"Sid the science kid Sid wings it",8,29,19,12,629.1301,13
"Schoolhouse rock Science",8,29,19,28,500,22
"Mandarin Chinese 3 Playtime",8,29,19,32,495.13421,17
"Mandarin Chinese Disc 5 Happy sad and silly",8,29,19,32,495.13421,17
"Mandarin Chinese Disc 6 I can count",8,29,19,32,495.13421,17
"Lets play games with Mei Mei",8,29,19,33,495.1824,17
"Mandarin Chinese Disc 4 In my home",8,29,19,33,495.13421,17
"Early start Mandarin Chinese Volume 3 A wonderful day",8,29,19,33,495.18342,17
"French Disc 6 I can count",8,29,19,44,448.3421,14
"Wiggles Its always Christmas with you",8,30,10,7,782.42083,3
"Hot potatoes the best of the Wiggles",8,30,10,7,782.42083,3
"Families of Philippines",8,30,10,36,959.9,6
"safe side Stranger safety hot tips to help keep cool kids safer with people they dont know and kinda know",8,30,11,20,613.6083,15
"Adentro y afuera Inside and out",8,30,11,22,468.3421,27
"Muzzy Chinese Level II",8,30,11,22,495.18342,3
"fiesta de Fritzi Fritzis party",8,30,11,22,468.3421,27
"Muzzy level II Italian",8,30,11,44,458.3421,0
"Signing time Volume 6 My favorite things",8,30,11,51,419.7,14
"Kidz bop Dance moves",8,30,11,54,793.3,15
"Humphrey the lost whale",8,30,11,54,599.5,14
"Signing time Volume 9 The zoo train",8,30,11,59,419.7,14
"Signing time Volume 5 ABC signs",8,30,11,59,419.7,14
"Endangered extinct animals",8,30,12,55,333.9522,28
"Popular mechanics for kids Firefighters and other life saving heroes",8,30,12,55,363.37092,28
"Rock n learn Alphabet circus",8,30,12,55,372.465,28
"boy who drew cats",8,30,13,9,398.20952,14
"Sid the science kid Going going green",8,30,13,10,791.4575,9
"Wiggles Lets eat",8,30,13,10,782.42083,3
"fisherman and his wife",8,30,13,11,398.2,14
"Ready for phonics Level 2",8,30,13,11,372.465,14
"Hot potatoes the best of the Wiggles",8,30,13,13,782.42083,3
"Wiggles Hot poppin popcorn",8,30,13,15,782.42083,4
"magic school bus Holiday special",8,30,13,15,333.72,14
Bali,8,30,13,22,915.986,13
"Sid the science kid Rock and roll Easter",8,30,13,34,552,10
"Ethiopia for kids",8,30,13,41,963,7
"Math cure",8,30,15,14,510,5
"French 3 Playtime",8,30,15,15,448.3421,7
"How did that get in my lunchbox the story of food",8,30,15,18,641.3,10
"Kids love Spanish Volume 4 Food",8,30,15,22,468.3421,7
"Lets talk geography maps and globes",8,30,15,58,912,17
"All about earthquakes",8,30,15,58,551.22,17
"Chinese for kids Beginner level 1 volume 1",8,30,15,58,495.18342,17
"Barack Obama the story of our 44th president",8,30,15,58,973.93209,17
"Families of China",8,30,15,58,951,17
Atoms,8,30,16,22,539.6,5
"magic school bus Creepy crawly fun",8,30,16,22,534,5
"Party day",8,30,16,22,782.42083,5
"All about bones muscles",8,30,16,28,612.75,2
Sacagawea,8,30,16,52,978.00497,14
Energy,8,30,16,56,531.6,2
"Lots lots of big trains Vol 1 Giant railroad action",8,30,17,5,625.2,5
"Signing time Volume 2 Playtime signs",8,30,17,17,419.7,9
"Teaching signs for baby minds 2 Concepts combinations",8,30,17,18,419.7,15
"Signing time Volume 3 Everyday signs",8,30,17,18,419.7,7
"Signing time Volume 1 My first signs",8,30,17,18,419.7,3
Life,8,30,17,18,570,2
"Everybody dance",8,30,17,45,793.3083,10
"I love airplanes",8,30,17,45,629.133,10
"Rock n learn Telling time",8,30,17,53,681.113,18
"Rock n learn Phonics Volumes I II",8,31,10,20,372.465,16
"magic school bus Space adventures",8,31,11,5,523,13
Cat,8,31,11,15,599.75,27
"safe side Stranger safety hot tips to help keep cool kids safer with people they dont know and kinda know",8,31,11,26,613.6083,18
"Baby boost Sing a long",8,31,11,44,782.42083,13
"Frau Holle",8,31,11,46,398.20943,13
"Crossing the snow a tale from Japan",8,31,11,47,398.20952,13
"Timoon and the Narwhal a story from Canada",8,31,11,47,398.20971,13
"two brothers a story from Russia",8,31,11,48,398.20947,13
"Shepherd Boy Tumur",8,31,11,48,398.20951,13
"crown and the sceptre a story from Arabia",8,31,11,48,398.22,13
"Field trips with Recess Monkey",8,31,12,0,782.42083,16
Monet,8,31,12,3,759.4,9
"Teaching signs for baby minds 2 Concepts combinations",8,31,12,23,419.7,11
"Rock n learn Getting ready for kindergarten",8,31,12,45,372.218,11
"Schoolhouse rock",8,31,12,47,372,14
"Mighty machines Tremendous tools",8,31,12,50,621.8,11
"Animal atlas Fun on the farm",8,31,13,0,630.68,7
"Signing time Volume 5 ABC signs",8,31,13,10,419.7,13
"ultimate collection",8,31,13,11,629.04,6
"Swingset mamas swing dance and sing",8,31,13,47,782.42083,3
"Baby D I Y kitchen creations",8,31,13,49,745.5,9
"Sid the science kid Going going green",8,31,13,49,791.4575,5
"Animal atlas Superhero animals",8,31,13,52,590,26
"Sid the science kid Gizmos and gadgets",8,31,13,52,621.8,9
Bali,8,31,13,53,915.986,7
"iKnow animals letters sounds Vol 2",8,31,13,53,372.465,9
"March on the day my brother Martin changed the world and more stories about African American history",8,31,13,53,973.0496,3
"Sid the science kid Sid in motion",8,31,13,53,500,7
Life,8,31,13,53,570,7
"Blast off a kids introduction to the space program",8,31,13,54,629.40973,9
"Budding ballerinas pre ballet with Mary Carpenter",8,31,14,4,792.8,7
"Grand Canyon for kids",8,31,14,8,917.9132,21
"magic school bus Bugs bugs bugs",8,31,14,43,595.7,18
"Meet the phonics Digraphs",8,31,14,43,372.465,12
"Elmos world Food water exercise",8,31,14,47,613.7042,3
"Spanish Disc 4 In my home",8,31,15,5,468.3421,12
"Adentro y afuera Inside and out",8,31,15,19,468.3421,12
"Spanish Disc 6 I can count",8,31,15,25,468.3421,13
"English ESL 2 Wake up smiling",8,31,15,29,428.3461,13
"English ESL 3 Playtime",8,31,15,29,428.3461,13
"English ESL 1 Eating and drinking",8,31,15,29,428.3461,13
"English ESL 4 In my home",8,31,15,29,428.3461,13
"English ESL 6 I can count",8,31,15,29,428.3461,13
"Mandarin Chinese Disc 6 I can count",8,31,15,29,495.13421,13
Addition,8,31,15,40,513.211,6
"Art lessons for children Vol 2 Easy art projects",8,31,15,45,745.5,6
"Art lessons for children Vol 2 Easy art projects",8,31,15,47,745.5,6
"magic school bus Holiday special",8,31,15,48,333.72,28
"Eyewitness Volcano",8,31,15,52,551.21,14
"Signing time Series 2 volume 11 Once upon a time",8,31,16,13,419.7,13
"Cap o Rushes",8,31,16,17,398.20942,3
"three sisters who fell into the mountain a story from Norway",8,31,16,17,398.20948,3
"Activity TV Cooking snacks",8,31,16,19,641.5123,0
"myth of Persephone",8,31,16,19,398.20938,3
Gravity,8,31,16,23,531.14,16
"Families of Guatemala",8,31,16,46,972.81,21
"Families of Afghanistan",8,31,16,46,958.1,21
"Families of Panama",8,31,16,46,972.87,21
"Families of Thailand",8,31,16,46,959.3,21
"Families of United Kingdom",8,31,16,46,942.086,21
"National parks for kids",8,31,16,49,917.30492,13
Japan,8,31,16,50,915.2,13
"Mighty machines Mega pack",8,31,17,13,629.225,7
"Rocks and minerals",8,31,17,31,552,15
"Activity TV Halloween Vol 2",8,31,17,46,745.59416,13
"Chased by dinosaurs",8,31,17,49,567,11
Shark,9,1,12,44,597.34,23
"Alphabet phonics fun",9,1,13,41,411,16
"Baby signing time Volume 1",9,1,13,54,419,24
"I spy A mumble monster mystery other stories",9,1,14,29,793.735,16
"Introduction to robotics",9,1,14,45,629.892,6
"Rock n learn Telling time",9,1,14,46,681.113,6
"Mighty machines Ships ahoy Super machines Ohâ du bateau",9,1,15,3,623.82,2
"basic math word problem tutor 8 hour video course",9,1,15,17,519.076,26
"Decimals concepts operations",9,1,15,17,513.55,26
Flight,9,1,15,18,629.1301,12
"Blue Angels in pursuit of excellence",9,1,15,19,797.54,12
"Decimals percents",9,1,15,19,513.265,26
"Ratios proportions percent",9,1,15,19,513.24,26
"Fractions concepts and operations",9,1,15,20,513.26,26
"Fairy dancing",9,1,15,54,791.4372,13
"French Disc 4 In my home",9,1,15,59,448.3421,4
"Hebrew Disc 2 Wake up smiling",9,1,15,59,492.48342,13
"French for kids Beginner level 1 volume 2",9,1,16,0,448.2421,8
"French Disc 4 In my home",9,1,16,0,448.3421,14
"Hebrew Disc 1 Eating and drinking",9,1,16,0,492.48342,13
"French Disc 5 Happy sad and silly",9,1,16,0,448.3421,8
"The He Tre 99",9,1,16,36,782.42083,14
"Sid the science kid The ruler of thumb",9,1,16,36,530.8,14
"Going to Grandmas around the world",9,1,16,39,782.42083,10
"Shalom sesame Volume 2 Chanukah the missing Menorah",9,1,16,40,956.94,10
"Wiggles The Wiggles go bananas",9,1,16,41,782.42083,10
"Shalom Sesame Volume 3 Shabbat shalom Grover",9,1,16,41,296.43,11
"Whats in the Bible 2 Let my people go",9,1,16,50,222.12,17
"Popular mechanics for kids Radical rockets and other cool cruising machines",9,1,16,50,500,17
"Popular mechanics for kids Firefighters and other life saving heroes",9,1,16,50,363.37092,17
"Dive into diversity",9,1,16,50,591.77,17
"Wiggles Here comes the big red car",9,3,10,13,782.42083,3
"Polar prowl",9,3,10,13,591.70911,3
"Bonjour les amis Volume 1",9,3,10,43,448.3421,12
"Bonjour les amis Volume 2",9,3,10,43,448.3421,2
"Bonjour les amis Volume 3",9,3,10,43,448.3421,12
"magic school bus Holiday special",9,3,11,24,333.72,7
"safe side Stranger safety hot tips to help keep cool kids safer with people they dont know and kinda know",9,3,11,31,613.6083,13
Spanish,9,3,11,35,468.30832,3
"Sesame beginnings Exploring together",9,3,11,41,612.8,3
"School house rock Money rock",9,3,11,42,332.024,7
"frog prince",9,3,11,43,398.2,7
"John Deere earth mover action",9,3,11,44,629.225,4
"Whats in the Bible 2 Let my people go",9,3,11,46,222.12,4
"Kool Kids sing a long",9,3,11,46,782.42083,3
"Mandarin Chinese Disc 4 In my home",9,3,11,57,495.13421,25
"Time for manners Vol 1",9,3,11,59,395.5,13
"Germs your health",9,3,12,10,616.9041,15
"Blast off a kids introduction to the space program",9,3,12,20,629.40973,4
"mystery of shooting stars",9,3,12,20,523.51,4
"Communities around the world around the corner",9,3,12,27,307,13
"Pumpkin circle the story of a garden",9,3,12,28,635.62,13
"African American",9,3,12,28,305.89607,13
"Around the world",9,3,12,28,305.8,13
"magic school bus Creepy crawly fun",9,3,12,30,534,19
"English ESL 4 In my home",9,3,12,34,428.3461,28
"Drawing power Vol 7 Undersea animal drawing",9,3,13,7,743.6,9
"Activity TV Paper airplanes",9,3,13,8,745.592,8
"Wiggles Celebration",9,3,13,9,782.42083,18
"Meet the numbers",9,3,13,10,372.72,13
"Sleeping beauty",9,3,13,11,792.842,14
"Italian Disc 1 Eating and drinking",9,3,13,11,458.3421,6
"Italian Disc 2 Wake up smiling",9,3,13,11,458.3421,6
"Classical baby The music show",9,3,13,14,780.83,27
"Tot tap a fun filled introduction to the world of tap dance for kids",9,3,13,31,792.78,5
"Critter quest bug out on a backyard safari",9,3,13,36,595.7,23
"Play learn Chinese with Mei Mei 7 Lets visit Dawei Village",9,3,13,38,495.1824,14
"I love airplanes",9,3,13,38,629.133,26
"French 2 Wake up smiling",9,3,13,39,448.3421,14
"Girls gotta dance with Ballerina Jen",9,3,13,39,792.8,13
"Globe toddlers Adventures in France",9,3,13,41,448.2421,14
"Kids love Spanish Volume 1 Basic words",9,3,13,41,468.3421,5
"Whats in the Bible 2 Let my people go",9,3,13,43,222.12,25
"Schoolhouse rock America",9,3,13,43,973,5
"Adentro y afuera Inside and out",9,3,13,43,468.3421,5
"French 2 Wake up smiling",9,3,13,44,448.3421,12
"Whats in the Bible 1 In the beginning",9,3,13,44,220.61,25
"French 3 Playtime",9,3,13,44,448.3421,12
"Meet the sight words 1",9,3,13,51,372.462,10
"Meet the phonics Blends",9,3,13,56,372.465,10
"Italian Disc 1 Eating and drinking",9,3,13,59,458.3421,14
"Signing time Series 2 volume 9 My things",9,3,14,1,419.7,14
"Kids Ten Commandments the complete collection",9,3,14,10,241.52,7
"Sid the science kid Sids sing along",9,3,14,10,782.42083,29
"David Goliath",9,3,14,10,222.4092,7
"Brainy baby Laugh learn",9,3,14,11,649.1,14
"Learn Chinese lets go to market in China",9,3,14,11,495.18342,28
"Early start Mandarin Chinese Volume 3 A wonderful day",9,3,14,12,495.18342,28
"Barney Celebrating around the world",9,3,14,13,394.26,19
"Mandarin Chinese Disc 5 Happy sad and silly",9,3,14,13,495.13421,28
"magic school bus catches a wave",9,3,14,39,553.7,5
"Sid the science kid Going going green",9,3,14,48,791.4575,17
"Animal atlas Superhero animals",9,3,14,49,590,28
"Between the lions Get cooking 8 stories fun activities",9,3,15,14,372.465,7
"Nature for kids Beginning Spanish the fun and easy way to learn Spanish",9,3,15,14,468.24,21
"Meet the sight words 2",9,3,15,14,372.462,7
"This fragile planet preserving nature and balancing the environment",9,3,15,16,304.2083,7
"Watch learn Spanish with Professor Toto Part I Eric goes to school",9,3,15,22,468.3421,7
"Sid the science kid Sid wings it",9,3,15,29,629.1301,17
"Loose at the zoo",9,3,15,30,590.73,10
"Meet the sight words 1",9,3,15,31,372.462,17
"Wiggles Celebration",9,3,15,33,782.42083,7
"riddle in a bottle",9,3,15,35,553.7,9
"Prehistoric park",9,3,15,35,567.9,9
"fiesta de Fritzi Fritzis party",9,3,15,38,468.3421,21
"AstroPuppies in space an amazing adventure for young astronauts",9,3,15,39,523.2,21
"My fantastic field trip to the planets",9,3,15,39,523.4,21
India,9,3,15,40,954,13
Mexico,9,3,15,40,972,13
"Families of Russia",9,3,15,41,947.086,13
China,9,3,15,44,951,13
YogaKids,9,3,15,53,613.7042,14
"School house rock Election collection",9,3,16,0,320.973,12
"Preschool fun Planets dinosaurs",9,3,16,1,523.4,30
"American Sign Language for kids Beginner level 1 volume 2",9,3,16,1,419.7,30
"School house rock Money rock",9,3,16,2,332.024,12
"Popular mechanics for kids Slither slime and other yucky things",9,3,16,17,500,14
"French 2 Wake up smiling",9,3,16,25,448.3421,13
"Fairy dancing",9,3,16,26,791.4372,8
"Art lessons for children Vol 1 Easy watercolor techniques",9,3,16,29,751.422,10
"Field trips with Recess Monkey",9,3,16,30,782.42083,29
"Activity TV Paper airplanes",9,3,16,33,745.592,16
"Activity TV Family crafts and gifts",9,3,16,33,745.5,16
"Lets explore watercolors",9,3,16,33,751.422,16
"All your childs favorites",9,3,16,33,649.68,16
"Busters favorite animals",9,3,16,46,590,12
"Who lives in Puget Sound",9,3,16,48,591.7699,5
"Drawing power Vol 5 My ultimate room",9,3,16,48,747.77083,5
"John Deere action Part one",9,3,16,57,629.2252,8
"Fun on the farm introducing Doodle the Rooster and his animated friends",9,3,16,57,630.68,8
"Signing time Series 2 volume 6 Days of the week",9,3,16,57,419.7,8
"world of learning Volume 1",9,3,17,10,629.2222,4
"Mighty machines Big wheels rollin",9,3,17,11,629.225,4
"magic school bus Creepy crawly fun",9,3,17,11,534,4
"Dinosaurs lifestyles of the big and carnivorous",9,3,17,15,567.9,24
"All about trains for kids",9,3,17,15,625.1,10
"Mighty machines Roadways to runways",9,3,17,18,629.133,10
"Kids can play guitar",9,3,17,29,787.87,14
"Living room magic Volume 1",9,3,17,29,793.8,14
"Living room magic Volume 2",9,3,17,30,793.8,14
"Baby signing time Volume 1",9,3,17,34,419,16
"Sid the science kid Going going green",9,3,17,37,791.4575,5
"Signing time Volume 7 Leahs farm",9,3,17,47,419.7,13
"way things work Wheels axles",9,3,17,47,621.82,13
"Shalom Sesame Volume 3 Shabbat shalom Grover",9,3,17,49,296.43,20
"Smartstart guitar a fun easy approach to beginning guitar for kids",9,3,18,1,787.87193,7
"Professor Parrot speaks Spanish We are friends Somos amigos",9,3,18,5,468.2421,15
"Rock n learn Multiplication rap",9,3,18,7,513.213,29
"magic school bus Creepy crawly fun",9,3,18,16,534,21
"Prehistoric park",9,3,18,18,567.9,30
"Food diet exercise",9,3,18,21,641.563,7
"magic school bus Super sports fun",9,3,18,27,530,27
"French 3 Playtime",9,3,18,27,448.3421,3
"magic school bus Creepy crawly fun",9,3,18,29,534,27
"Preschool fun Planets dinosaurs",9,3,18,31,523.4,14
"magic school bus catches a wave",9,3,18,33,553.7,13
"magic school bus Creepy crawly fun",9,3,18,37,534,11
"Giving thanks and more stories to celebrate American heritage",9,3,18,39,973,9
"March on the day my brother Martin changed the world and more stories about African American history",9,3,18,44,973.0496,9
"Free to be you and me",9,3,19,8,810.8,14
"Arabic for babies toddlers and preschoolers Disc 1 Eating and drinking",9,3,19,10,492.7071,8
"Prehistoric park",9,3,19,25,567.9,27
"Mighty machines Roadways to runways",9,3,19,32,629.133,14
"Rock n learn Multiplication rap",9,3,19,36,513.213,26
"Jesus movie",9,3,19,38,232.901,19
"Rock n learn Alphabet",9,3,19,38,372.41,19
"Wiggles Ukulele baby",9,3,19,43,791.42083,16
"Mandarin Chinese 1 Eating and drinking",9,3,19,48,495.13421,25
"German for babies toddlers and preschoolers Disc 3 Playtime",9,3,19,48,438.3421,12
"Mandarin Chinese Disc 6 I can count",9,3,19,48,495.13421,25
"German for babies toddlers and preschoolers Disc 2 Wake up smiling",9,3,19,49,438.3421,12
"German for babies toddlers and preschoolers Disc 1 Eating and drinking",9,3,19,49,438.3421,12
"Chinese for kids Beginner level 1 volume 2",9,3,19,49,495.18342,25
"Lets go to school with Mei Mei",9,3,19,49,495.1824,25
"Field trips with Recess Monkey",9,4,10,15,782.42083,17
"Vincent Van Gogh",9,4,10,15,759.9492,17
"magic school bus Creepy crawly fun",9,4,10,18,534,12
"Families of Egypt",9,4,10,19,962.055,12
Habitats,9,4,10,19,577,12
Rembrandt,9,4,10,19,759.9492,12
"Living room magic Volume 1",9,4,10,59,793.8,14
"Living room magic Volume 2",9,4,10,59,793.8,14
"Signing time Series 2 volume 8 My house",9,4,11,27,419.7,11
"Signing time Series 2 volume 10 Helping out around the house",9,4,11,27,419.7,15
"Signing time Series 2 volume 3 Move and groove",9,4,11,27,419.7,11
Flight,9,4,12,11,629.1301,29
"Rainbows in the sea",9,4,12,14,577.789,10
"Dino world",9,4,12,14,567.9,10
"Whats in the bible Vol 7 Exile and return Ezra Nehemiah Esther",9,4,12,20,221.9505,8
"How Tortoise won respect a story from South Africa",9,4,12,38,398.20968,8
"French Disc 5 Happy sad and silly",9,4,12,38,448.3421,8
"Martin Luther King Jr",9,4,12,47,323.092,14
"Thomas Jefferson",9,4,12,47,973.46092,14
"Harriet Tubman",9,4,12,47,973.7115,3
"Kid guides Museums",9,4,12,47,507.4,10
"Washington DC for kids",9,4,12,47,917.53,10
"German for babies toddlers and preschoolers Disc 5 Happy sad and silly",9,4,13,12,438.3421,15
Michelangelo,9,4,13,15,759.5,11
"Rock n learn Alphabet",9,4,13,33,372.41,19
"Meet the sight words 1",9,4,13,42,372.462,8
"Wiggles You make me feel like dancing",9,4,13,45,782.42083,7
"Signing time Series 2 volume 2 Happy birthday to you",9,4,13,58,419.7,6
"Rocks and minerals",9,4,14,7,552,18
"Living sunlight how plants bring the Earth to life",9,4,14,18,572.46,16
"Awesome animal builders",9,4,14,18,591.564,16
"Animal atlas Family time",9,4,14,24,590,10
"Mighty machines Mega pack",9,4,14,24,629.225,27
Seashore,9,4,14,26,578.7699,18
"Dong wu qi guan 1 Wildlife tales",9,4,14,30,591,6
"Timoon and the Narwhal a story from Canada",9,4,14,54,398.20971,15
Nutcracker,9,4,14,55,792.842,10
"Shalom Sesame Volume 5 Mitzvah on the street",9,4,14,55,296.4424,11
"John Deere action 2",9,4,14,59,629.2252,22
"John Deere action 2",9,4,15,0,629.2252,22
"All about cells body systems",9,4,15,0,571.6,33
"All about John Deere Big forestry and construction machines only",9,4,15,0,629.225,22
Amphibians,9,4,15,3,597.8,15
Flight,9,4,15,5,629.1301,7
"All about the brain",9,4,15,9,612.82,33
"Animal atlas Fun on the farm",9,4,15,9,630.68,14
"Multiplication rock",9,4,15,10,513.213,26
"magic school bus Bugs bugs bugs",9,4,15,11,595.7,11
"All about blood the heart",9,4,15,11,612.1,33
"Animal atlas Animal passport",9,4,15,12,590.96,24
"magic school bus Holiday special",9,4,15,12,333.72,6
"Whats in the Bible 1 In the beginning",9,4,15,12,220.61,11
"Whats in the bible Vol 7 Exile and return Ezra Nehemiah Esther",9,4,15,12,221.9505,33
"Fractions concepts and operations",9,4,15,13,513.26,26
"Problem solving strategies",9,4,15,16,510,26
"All about nutrition exercise",9,4,15,16,613.2,33
India,9,4,15,16,305.8914,11
"Preschool fun Letters numbers",9,4,15,26,201,12
"Whats in the Bible 1 In the beginning",9,4,15,28,220.61,15
"Baby signing time Volume 3 A new day",9,4,15,32,419,8
"Lets explore the rainforest",9,4,15,35,577.34,6
"Arctic tale",9,4,15,47,599.786,12
"Families of Israel",9,4,15,48,956.54,17
"National park animals for kids",9,4,15,48,590.0973,12
"All about bones muscles",9,4,15,49,612.75,17
"Kids can play keyboard",9,4,15,49,786.193,17
"StarShine workshop Internet safety for kids",9,4,15,49,004.67808,17
"Whats in the bible Vol 7 Exile and return Ezra Nehemiah Esther",9,4,15,50,221.9505,8
"Meet the colors",9,4,15,50,535.6,8
"Meet the sight words 3",9,4,15,50,372.462,8
